          team_name           |  season   | matches_played | wins | draws | losses | goals_for | goals_against | goal_difference 
 Real Betis Balompié          | 2008/2009 |             38 |   10 |    12 |     16 |        51 |            58 |              -7
 Real Betis Balompié          | 2011/2012 |             38 |   13 |     8 |     17 |        47 |            56 |              -9
 Real Betis Balompié          | 2012/2013 |             38 |   16 |     8 |     14 |        57 |            56 |               1
 Real Betis Balompié          | 2013/2014 |             38 |    6 |     7 |     25 |        36 |            78 |             -42
 Real Betis Balompié          | 2015/2016 |             38 |   11 |    12 |     15 |        34 |            52 |             -18
 Real Madrid CF               | 2008/2009 |             38 |   25 |     3 |     10 |        83 |            52 |              31
 Real Madrid CF               | 2009/2010 |             38 |   31 |     3 |      4 |       102 |            35 |              67
 Real Madrid CF               | 2010/2011 |             38 |   29 |     5 |      4 |       102 |            33 |              69
 Real Madrid CF               | 2011/2012 |             38 |   32 |     4 |      2 |       121 |            32 |              89
 Real Madrid CF               | 2012/2013 |             38 |   26 |     7 |      5 |       103 |            42 |              61
 Real Madrid CF               | 2013/2014 |             38 |   27 |     6 |      5 |       104 |            38 |              66
 Real Madrid CF               | 2014/2015 |             38 |   30 |     2 |      6 |       118 |            38 |              80
 Real Madrid CF               | 2015/2016 |             38 |   28 |     6 |      4 |       110 |            34 |              76
 Real Sociedad                | 2010/2011 |             38 |   14 |     3 |     21 |        49 |            66 |             -17
 Real Sociedad                | 2011/2012 |             38 |   12 |    11 |     15 |        46 |            52 |              -6
 Real Sociedad                | 2012/2013 |             38 |   18 |    12 |      8 |        70 |            49 |              21
 Real Sociedad                | 2013/2014 |             38 |   16 |    11 |     11 |        62 |            55 |               7
 Real Sociedad                | 2014/2015 |             38 |   11 |    13 |     14 |        44 |            51 |              -7
 Real Sociedad                | 2015/2016 |             38 |   13 |     9 |     16 |        45 |            48 |              -3
 Real Sporting de Gijón       | 2008/2009 |             38 |   14 |     1 |     23 |        47 |            79 |             -32
 Real Sporting de Gijón       | 2009/2010 |             38 |    9 |    13 |     16 |        36 |            51 |             -15
 Real Sporting de Gijón       | 2010/2011 |             38 |   11 |    14 |     13 |        35 |            42 |              -7
 Real Sporting de Gijón       | 2011/2012 |             38 |   10 |     7 |     21 |        42 |            69 |             -27
 Real Sporting de Gijón       | 2015/2016 |             38 |   10 |     9 |     19 |        40 |            62 |             -22
 Real Valladolid              | 2008/2009 |             38 |   12 |     7 |     19 |        46 |            58 |             -12
 Real Valladolid              | 2009/2010 |             38 |    7 |    15 |     16 |        37 |            62 |             -25
 Real Valladolid              | 2012/2013 |             38 |   11 |    10 |     17 |        49 |            58 |              -9
 Real Valladolid              | 2013/2014 |             38 |    7 |    15 |     16 |        38 |            60 |             -22
 Real Zaragoza                | 2009/2010 |             38 |   10 |    11 |     17 |        46 |            64 |             -18
 Real Zaragoza                | 2010/2011 |             38 |   12 |     9 |     17 |        40 |            53 |             -13
 Real Zaragoza                | 2011/2012 |             38 |   12 |     7 |     19 |        36 |            61 |             -25
 Real Zaragoza                | 2012/2013 |             38 |    9 |     7 |     22 |        37 |            62 |             -25
 Reggio Calabria              | 2008/2009 |             38 |    6 |    13 |     19 |        30 |            62 |             -32
 Rio Ave FC                   | 2008/2009 |             30 |    8 |     6 |     16 |        20 |            35 |             -15
 Rio Ave FC                   | 2009/2010 |             30 |    6 |    13 |     11 |        22 |            33 |             -11
 Rio Ave FC                   | 2010/2011 |             30 |   10 |     8 |     12 |        35 |            33 |               2
 Rio Ave FC                   | 2011/2012 |             30 |    7 |     7 |     16 |        33 |            42 |              -9
 Rio Ave FC                   | 2012/2013 |             30 |   12 |     6 |     12 |        35 |            42 |              -7
 Rio Ave FC                   | 2013/2014 |             30 |    8 |     8 |     14 |        21 |            35 |             -14
 Rio Ave FC                   | 2014/2015 |             34 |   10 |    13 |     11 |        38 |            42 |              -4
 Rio Ave FC                   | 2015/2016 |             34 |   14 |     8 |     12 |        44 |            44 |               0
 RKC Waalwijk                 | 2009/2010 |             34 |    5 |     0 |     29 |        30 |            80 |             -50
 RKC Waalwijk                 | 2011/2012 |             34 |   13 |     6 |     15 |        40 |            49 |              -9
 RKC Waalwijk                 | 2012/2013 |             34 |    9 |    10 |     15 |        39 |            48 |              -9
 RKC Waalwijk                 | 2013/2014 |             34 |    7 |    11 |     16 |        44 |            64 |             -20
 Roda JC Kerkrade             | 2008/2009 |             34 |    7 |     9 |     18 |        38 |            58 |             -20
 Roda JC Kerkrade             | 2009/2010 |             34 |   14 |     5 |     15 |        56 |            60 |              -4
